created_date,pred_ph,pred_tds,pred_temp,status,prob
2025-07-27 09:15:03,8.060223809523812,323.00015,25.84808190476191,AMAN,6.3631315793827e-06
2025-07-27 10:15:03,7.704428754578758,310.5417318181818,25.756968571428573,AMAN,6.3631315793827e-06
2025-07-27 11:15:03,7.853379853479853,294.0799227272726,25.78329523809525,AMAN,6.3631315793827e-06
2025-07-27 12:15:03,7.661147069597075,313.10456590909087,25.85806380952381,AMAN,6.3631315793827e-06
2025-07-27 13:15:03,7.756470695970701,313.0512795454543,25.793513333333337,AMAN,6.3631315793827e-06
2025-07-27 14:15:03,7.650087179487188,316.41001590909065,25.852313333333335,AMAN,6.3631315793827e-06
2025-07-27 15:15:03,7.7316454212454255,315.98236136363647,25.82285333333333,AMAN,6.3631315793827e-06
2025-07-27 16:15:03,7.645202564102569,316.9392477272729,25.803820000000005,AMAN,6.3631315793827e-06
2025-07-27 17:15:03,7.678850000000004,316.7641477272728,25.812040952380944,AMAN,6.3631315793827e-06
2025-07-27 18:15:03,7.640000000000007,316.6442477272727,25.78824761904762,AMAN,6.3631315793827e-06
2025-07-27 19:15:03,7.693600000000004,318.50334772727274,25.788366666666672,AMAN,6.3631315793827e-06
2025-07-27 20:15:03,7.682633333333338,318.95207272727276,25.79666666666667,AMAN,6.3631315793827e-06
2025-07-27 09:15:10,7.960917582417585,333.72606785714294,26.226676507936503,AMAN,6.3631315793827e-06
2025-07-27 10:15:10,7.6871527472527506,321.27139999999997,26.954977777777785,AMAN,6.3631315793827e-06
2025-07-27 11:15:10,7.819451282051282,314.45189772727247,26.58042777777778,AMAN,6.3631315793827e-06
2025-07-27 12:15:10,7.6930802197802235,327.1822250000001,26.89147777777778,AMAN,6.3631315793827e-06
2025-07-27 13:15:10,7.75364212454213,326.17,26.797710000000006,AMAN,6.3631315793827e-06
2025-07-27 14:15:10,7.6536871794871875,327.928375,26.920877777777786,AMAN,6.3631315793827e-06
2025-07-27 15:15:10,7.724678754578759,329.826225,26.881980000000013,AMAN,6.3631315793827e-06
2025-07-27 16:15:10,7.648035897435901,330.09832500000005,27.037677777777784,AMAN,6.3631315793827e-06
2025-07-27 17:15:10,7.6791500000000035,331.7320000000002,27.008700000000008,AMAN,6.3631315793827e-06
